"movieId","sum_count"
"529","452"
"530","4"
"531","346"
"532","262"
"533","175"
"534","186"
"535","256"
"536","34"
"537","154"
"538","221"
"539","1237"
"540","239"
"541","1486"
"542","160"
"543","558"
"544","102"
"545","2"
"546","263"
"547","33"
"548","128"
"549","67"
"550","150"
"551","935"
"552","602"
"553","638"
"554","19"
"555","649"
"556","55"
"558","64"
"560","3"
"561","9"
"562","267"
"563","9"
"564","13"
"565","46"
"566","9"
"567","14"
"568","17"
"569","66"
"570","13"
"571","6"
"572","2"
"573","6"
"574","54"
"575","134"
"577","24"
"579","3"
"580","28"
"581","67"
"582","7"
"583","14"
"585","420"
"586","1258"
"587","1225"
"588","1941"
"589","2404"
"590","1917"
"591","2"
"592","2070"
"593","3244"
"594","785"
"595","1573"
"596","622"
"597","1441"
"598","7"
"599","133"
"600","12"
"601","4"
"602","20"
"603","21"
"604","1"
"605","166"
"606","65"
"608","2031"
"609","117"
"610","379"
"611","75"
"612","78"
"613","120"
"614","4"
"615","29"
"616","400"
"617","23"
"618","14"
"619","28"
"620","1"
"621","12"
"623","4"
"624","2"
"626","31"
"627","80"
"628","494"
"630","11"
"631","104"
"632","20"
"633","20"
"634","10"
"635","50"
"637","279"
"638","29"
"639","53"
"640","148"
"641","3"
"645","13"
"647","347"
"648","1719"
"649","5"
"650","61"
"651","1"
"652","3"
"653","641"
"656","58"
"658","3"
"659","20"
"660","4"
"661","497"
"662","134"
"663","127"
"664","17"
"665","45"
"666","9"
"667","49"
"668","30"
"670","40"
"671","287"
"673","457"
"674","123"
"675","2"
"678","98"
"679","6"
"680","59"
"681","10"
"682","2"
"683","1"
"684","1"
"685","15"
"687","2"
"688","124"
"690","4"
"691","45"
"692","44"
"693","1"
"694","125"
"695","46"
"696","6"
"697","48"
"698","9"
"699","1"
"700","29"
"701","3"
"702","12"
"703","18"
"704","89"
"705","15"
"706","12"
"707","204"
"708","658"
"709","122"
"710","51"
"711","101"
"712","6"
"713","5"
"714","169"
"715","27"
"716","17"
"717","4"
"718","40"
"719","347"
"720","366"
"721","1"
"722","7"
"723","1"
"724","394"
"725","56"
"726","30"
"728","147"
"729","5"
"730","3"
"731","35"
"732","9"
"733","1473"
"734","2"
"735","40"
"736","1433"
"737","213"
"738","2"
"741","338"
"742","85"
"743","286"
"744","3"
"745","503"
"746","10"
"747","54"
"748","230"
"749","3"
"750","1031"
"751","5"
"752","1"
"753","17"
"754","17"
"755","5"
"757","13"
"758","1"
"759","16"
"760","28"
"761","168"
"762","477"
"763","3"
"764","26"
"765","244"
"766","74"
"767","10"
"769","8"
"770","1"
"771","6"
"772","1"
"773","2"
"774","1"
"775","12"
"776","2"
"778","1212"
"779","19"
"780","2251"
"781","77"
"782","114"
"783","530"
"784","662"
"785","494"
"786","744"
"788","858"
"789","1"
"790","3"
"791","6"
"792","2"
"793","5"
"794","3"
"795","1"
"796","1"
"797","1"
"798","136"
"799","293"
"800","278"
"801","93"
"802","579"
"803","31"
"804","107"
"805","536"
"806","20"
"807","9"
"808","33"
"809","70"
"810","92"
"812","1"
"813","15"
"815","1"
"816","2"
"818","123"
"820","1"
"821","2"
"823","5"
"824","18"
"825","1"
"826","1"
"827","4"
"828","60"
"829","74"
"830","294"
"831","12"
"832","638"
"833","69"
"834","5"
"835","38"
"836","239"
"837","258"
"838","339"
"839","179"
"840","34"
"841","31"
"842","84"
"843","1"
"844","6"
"845","2"
"846","20"
"847","5"
"848","90"
"849","383"
"850","10"
"851","73"
"852","479"
"853","4"
"854","12"
"855","1"
"856","1"
"857","1"
"858","2236"
"860","14"
"861","103"
"862","15"
"864","4"
"865","4"
"866","279"
"867","12"
"868","4"
"869","24"
"870","20"
"871","4"
"872","4"
"873","1"
"874","3"
"875","16"
"876","15"
"877","13"
"878","2"
"879","89"
"880","239"
"881","50"
"882","42"
"884","1"
"885","28"
"886","77"
"887","2"
"888","30"
"889","5"
"890","1"
"891","90"
"892","51"
"893","15"
"894","1"
"895","1"
"896","15"
"897","26"
"898","295"
"899","475"
"900","128"
"901","51"
"902","470"
"903","661"
"904","795"
"905","179"
"906","85"
"907","30"
"908","730"
"909","271"
"910","479"
"911","172"
"912","1171"
"913","542"
"914","447"
"915","254"
"916","291"
"917","39"
"918","86"
"919","1039"
"920","696"
"921","91"
"922","303"
"923","791"
"924","1214"
"925","4"
"926","197"
"927","37"
"928","218"
"929","43"
"930","222"
"931","96"
"932","97"
"933","211"
"934","180"
"935","26"
"936","56"
"937","24"
"938","72"
"939","4"
"940","167"
"941","43"
"942","106"
"943","66"
"944","37"
"945","94"
"946","63"
"947","58"
"948","77"
"949","97"
"950","133"
"951","175"
"952","102"
"953","660"
"954","266"
"955","171"
"956","10"
"957","12"
"958","6"
"959","19"
"960","11"
"961","13"
"962","6"
"963","20"
"964","10"
"965","166"
"966","7"
"967","7"
"968","344"
"969","458"
"970","10"
"971","117"
"972","7"
"973","38"
"974","6"
"975","2"
"976","14"
"977","2"
"980","2"
"981","4"
"982","25"
"984","6"
"985","2"
"986","118"
"987","8"
"988","24"
"989","6"
"990","37"
"991","109"
"992","11"
"993","10"
"994","206"
"996","144"
"997","11"
"998","42"
"999","128"
"1000","6"
"1001","1"
"1002","7"
"1003","65"
"1004","74"
"1005","109"
"1006","53"
"1007","65"
"1008","27"
"1009","90"
"1010","109"
"1011","66"
"1012","136"
"1013","206"
"1014","69"
"1015","150"
"1016","58"
"1017","136"
"1018","45"
"1019","265"
"1020","298"
"1021","158"
"1022","429"
"1023","137"
"1024","59"
"1025","232"
"1026","3"
"1027","376"
"1028","640"
"1029","402"
"1030","153"
"1031","196"
"1032","370"
"1033","204"
"1034","61"
"1035","633"
"1036","1473"
"1037","301"
"1038","9"
"1039","2"
"1040","7"
"1041","216"
"1042","367"
"1043","49"
"1044","17"
"1045","2"
"1046","53"
"1047","384"
"1049","210"
"1050","58"
"1051","53"
"1053","5"
"1054","37"
"1055","7"
"1056","26"
"1057","149"
"1058","3"
"1059","488"
"1060","414"
"1061","393"
"1062","3"
"1063","5"
"1064","132"
"1065","1"
"1066","56"
"1067","8"
"1068","10"
"1069","26"
"1070","3"
"1071","3"
"1073","1244"
"1075","5"
"1076","23"
"1077","319"
"1078","158"
"1079","836"
"1080","980"
"1081","164"
"1082","71"
"1083","61"
"1084","396"
"1085","51"
"1086","246"
"1087","10"
"1088","558"
"1089","1334"
"1090","697"
"1091","227"
"1092","554"
"1093","359"
"1094","519"
"1095","250"
"1096","162"
"1097","1512"
"1098","3"
"1099","77"
"1100","229"
"1101","843"
"1102","3"
"1103","266"
"1104","288"
"1105","35"
"1106","1"
"1107","2"
"1111","67"
"1112","10"
"1113","38"
"1114","21"
"1116","11"
"1117","9"
"1118","1"
"1119","11"
"1120","426"
"1121","8"
"1123","5"
"1124","197"
"1125","242"
"1126","121"
"1127","709"
"1128","69"
"1129","414"
"1130","72"
"1131","149"
"1132","138"
"1133","4"
"1134","4"
"1135","172"
"1136","1495"
"1137","3"
"1138","1"
"1139","1"
"1141","1"
"1142","2"
"1144","4"
"1145","2"
"1147","147"
"1148","638"
"1150","61"
"1151","20"
"1152","5"
"1153","6"
"1154","6"
"1156","1"
"1157","2"
"1158","1"
"1159","3"
"1160","1"
"1161","51"
"1162","29"
"1163","9"
"1164","6"
"1167","34"
"1168","6"
"1169","16"
"1170","8"
"1171","130"
"1172","458"
"1173","133"
"1174","5"
"1175","315"
"1176","83"
"1177","76"
"1178","168"
"1179","274"
"1180","23"
"1181","4"
"1183","683"
"1184","41"
"1185","255"
"1186","340"
"1187","54"
"1188","365"
"1189","101"
"1190","75"
"1191","61"
"1192","53"
"1193","1535"
"1194","109"
"1196","2444"
"1197","1576"
"1198","2390"
"1199","659"
"1200","1279"
"1201","692"
"1202","73"
"1203","649"
"1204","561"
"1206","1196"
"1207","641"
"1208","1079"
"1209","213"
"1210","2479"
"1211","182"
"1212","309"
"1213","1312"
"1214","1471"
"1215","565"
"1216","80"
"1217","211"
"1218","107"
"1219","913"
"1220","840"
"1221","1454"
"1222","1039"
"1223","353"
"1224","181"
"1225","898"
"1226","93"
"1227","194"
"1228","448"
"1230","725"
"1231","349"
"1232","111"
"1233","599"
"1234","648"
"1235","372"
"1236","41"
"1237","200"
"1238","132"
"1240","1593"
"1241","112"
"1242","504"
"1243","174"
"1244","380"
"1245","248"
"1246","1064"
"1247","769"
"1248","208"
"1249","418"
"1250","552"
"1251","122"
"1252","671"
"1253","280"
"1254","215"
"1255","88"
"1256","203"
"1257","241"
"1258","1223"
"1259","949"
"1260","179"
"1261","365"
"1262","483"
"1263","474"
"1264","112"
"1265","1500"
"1266","607"
"1267","386"
"1268","123"
"1269","295"
"1270","2157"
"1271","418"
"1272","349"
"1273","124"
"1274","379"
"1275","487"
"1276","490"
"1277","175"
"1278","681"
"1279","106"
"1280","140"
"1281","199"
"1282","561"
"1283","204"
"1284","221"
"1285","521"
"1286","97"
"1287","389"
"1288","709"
"1289","119"
"1290","94"
"1291","1616"
"1292","282"
"1293","474"
"1295","142"
"1296","301"
"1297","184"
"1298","327"
"1299","314"
"1300","149"
"1301","164"
"1302","542"
"1303","142"
"1304","688"
"1305","125"
"1306","58"
"1307","992"
"1309","1"
"1310","15"
"1311","6"
"1312","16"
"1313","4"
"1314","2"
"1316","1"
"1317","14"
"1318","7"
"1319","1"
"1320","619"
"1321","345"
"1322","9"
"1323","15"
"1324","8"
"1325","7"
"1326","22"
"1327","121"
"1328","9"
"1329","10"
"1330","34"
"1331","13"
"1332","33"
"1333","503"
"1334","113"
"1335","9"
"1336","17"
"1337","25"
"1339","493"
"1340","105"
"1341","13"
"1342","138"
"1343","414"
"1344","170"
"1345","430"
"1346","75"
"1347","367"
"1348","156"
"1349","2"
"1350","257"
"1351","18"
"1352","46"
"1353","98"
"1354","176"
"1355","28"
"1356","816"
"1357","351"
"1358","579"
"1359","154"
"1360","1"
"1361","57"
"1363","84"
"1364","3"
"1365","44"
"1366","81"
"1367","415"
"1368","1"
"1369","5"
"1370","701"
"1371","416"
"1372","459"
"1373","324"
"1374","648"
"1375","458"
"1376","529"
"1377","556"
"1378","298"
"1379","131"
"1380","699"
"1381","166"
"1382","37"
"1383","13"
"1384","5"
"1385","277"
"1386","2"
"1387","958"
"1388","199"
"1389","86"
"1390","66"
"1391","751"
"1392","74"
"1393","982"
"1394","644"
"1395","96"
"1396","521"
"1397","23"
"1398","36"
"1399","64"
"1400","2"
"1401","61"
"1404","24"
"1405","391"
"1406","20"
"1407","747"
"1408","516"
"1409","281"
"1410","40"
"1411","261"
"1412","17"
"1413","18"
"1414","80"
"1415","17"
"1416","236"
"1417","22"
"1419","53"
"1420","1"
"1421","5"
"1422","132"
"1423","2"
"1424","3"
"1425","88"
"1426","10"
"1427","30"
"1428","9"
"1429","133"
"1430","8"
"1431","135"
"1432","65"
"1433","2"
"1434","3"
"1436","2"
"1437","12"
"1438","281"
"1439","11"
"1440","36"
"1441","260"
"1442","30"
"1444","9"
"1445","58"
"1446","87"
"1447","25"
"1448","2"
"1449","258"
"1450","10"
"1453","60"
"1454","42"
"1455","9"
"1456","21"
"1457","116"
"1458","8"
"1459","154"
"1460","32"
"1461","120"
"1462","1"
"1463","15"
"1464","202"
"1465","35"
"1466","457"
"1467","2"
"1468","51"
"1470","3"
"1471","3"
"1472","18"
"1473","11"
"1474","89"
"1475","37"
"1476","244"
"1477","19"
"1479","347"
"1480","75"
"1482","15"
"1483","138"
"1484","48"
"1485","870"
"1486","2"
"1487","65"
"1488","155"
"1489","16"
"1490","10"
"1493","11"
"1495","27"
"1496","15"
"1497","30"
"1498","48"
"1499","264"
"1500","595"
"1501","9"
"1502","12"
"1503","45"
"1504","8"
"1507","15"
"1508","9"
"1509","9"
"1510","2"
"1511","7"
"1513","376"
"1514","5"
"1515","190"
"1516","15"
"1517","1004"
"1518","129"
"1519","7"
"1520","9"
"1523","9"
"1524","1"
"1525","15"
"1526","32"
"1527","1340"
"1528","1"
"1529","10"
"1531","1"
"1532","4"
"1533","15"
"1534","5"
"1535","27"
"1537","170"
"1538","5"
"1539","9"
"1541","86"
"1542","83"
"1543","4"
"1544","659"
"1545","26"
"1546","16"
"1547","9"
"1548","1"
"1549","7"
"1550","23"
"1551","9"
"1552","664"
"1553","2"
"1554","55"
"1555","4"
"1556","220"
"1558","2"
"1562","434"
"1563","8"
"1564","11"
"1565","7"
"1566","300"
"1567","3"
"1569","458"
"1570","18"
"1571","25"
"1572","24"
"1573","851"
"1574","4"
"1575","10"
"1577","2"
"1578","1"
"1580","1625"
"1581","30"
"1582","18"
"1583","7"
"1584","923"
"1585","9"
"1586","334"
"1587","311"
"1588","194"
"1589","217"
"1590","340"
"1591","252"
"1592","66"
"1593","76"
"1594","107"
"1595","31"
"1596","16"
"1597","457"
"1598","40"
"1599","15"
"1600","26"
"1601","21"
"1602","19"
"1603","109"
"1604","34"
"1605","35"
"1606","42"
"1608","657"
"1609","38"
"1610","892"
"1611","117"
"1612","18"
"1613","6"
"1614","233"
"1615","107"
"1616","197"
"1617","1219"
"1619","251"
"1620","221"
"1621","29"
"1622","1"
"1623","40"
"1624","31"
"1625","788"
"1626","31"
"1627","113"
"1628","3"
"1629","46"
"1630","1"
"1631","25"
"1632","6"
"1633","105"
"1635","230"
"1636","6"
"1639","598"
"1640","14"
"1641","677"
"1642","18"
"1643","115"
"1644","366"
"1645","586"
"1646","27"
"1647","30"
"1648","77"
"1649","71"
"1650","19"
"1651","6"
"1652","1"
"1653","912"
"1654","20"
"1655","32"
"1656","6"
"1657","7"
"1658","73"
"1659","5"
"1660","46"
"1661","31"
"1662","11"
"1663","375"
"1664","5"
"1665","162"
"1666","8"
"1667","46"
"1668","18"
"1669","8"
"1670","29"
"1671","9"
"1672","186"
"1673","586"
"1674","491"
"1675","8"
"1676","712"
"1677","4"
"1678","170"
"1679","4"
"1680","310"
"1681","101"
"1682","1362"
"1683","71"
"1684","24"
"1685","3"
"1686","55"
"1687","229"
"1688","191"
"1689","92"
"1690","515"
"1692","7"
"1693","222"
"1694","113"
"1695","13"
"1696","11"
"1698","2"
"1699","36"
"1701","131"
"1702","189"
"1703","31"
"1704","1571"
"1706","1"
"1707","118"
"1710","1"
"1711","195"
"1713","110"
"1715","3"
"1717","339"
"1718","3"
"1719","143"
"1720","2"
"1721","1664"
"1722","558"
"1723","1"
"1724","1"
"1725","6"
"1726","98"
"1727","87"
"1728","17"
"1729","519"
"1730","88"
"1731","30"
"1732","1094"
"1733","21"
"1734","67"
"1735","139"
"1739","26"
"1740","1"
"1742","2"
"1743","3"
"1744","26"
"1746","11"
"1747","448"
"1748","531"
"1749","4"
"1750","13"
"1752","66"
"1753","109"
"1754","178"
"1755","30"
"1756","12"
"1757","22"
"1759","22"
"1760","124"
"1762","62"
"1765","1"
"1767","11"
"1768","2"
"1769","107"
"1770","6"
"1771","12"
"1772","121"
"1773","5"
"1777","599"
"1779","266"
"1780","6"
"1781","1"
"1783","60"
"1784","964"
"1785","53"
"1788","33"
"1789","3"
"1791","20"
"1792","207"
"1793","4"
"1794","45"
"1795","3"
"1796","1"
"1797","83"
"1798","12"
"1799","83"
"1801","265"
"1804","33"
"1805","357"
"1806","31"
"1807","7"
"1809","48"
"1810","179"
"1811","3"
"1812","4"
"1814","11"
"1816","32"
"1817","6"
"1819","1"
"1820","3"
"1821","71"
"1822","2"
"1824","18"
"1825","10"
"1826","15"
"1827","42"
"1829","11"
"1831","356"
"1832","4"
"1833","117"
"1834","186"
"1835","268"
"1836","60"
"1837","25"
"1839","21"
"1840","81"
"1841","25"
"1842","1"
"1843","1"
"1844","31"
"1845","107"
"1846","11"
"1848","66"
"1849","5"
"1850","4"
"1851","1"
"1852","1"
"1853","7"
"1854","21"
"1855","30"
"1856","25"
"1857","12"
"1858","47"
"1859","22"
"1860","16"
"1861","3"
"1862","103"
"1863","37"
"1864","2"
"1865","12"
"1866","69"
"1867","9"
"1869","17"
"1870","15"
"1871","6"
"1872","3"
"1873","143"
"1874","13"
"1875","57"
"1876","533"
"1877","2"
"1878","6"
"1879","7"
"1880","17"
"1881","28"
"1882","359"
"1883","219"
"1884","442"
"1885","185"
"1886","2"
"1887","21"
"1888","132"
"1889","67"
"1890","2"
"1891","5"
"1892","192"
"1893","7"
"1894","225"
"1895","143"
"1896","10"
"1897","53"
"1898","4"
"1899","1"
"1900","34"
"1901","1"
"1902","10"
"1903","1"
"1904","43"
"1905","2"
"1906","13"
"1907","487"
"1908","3"
"1909","556"
"1910","11"
"1911","333"
"1912","363"
"1913","72"
"1914","122"
"1916","163"
"1917","999"
"1918","417"
"1919","38"
"1920","159"
"1921","462"
"1922","9"
"1923","1060"
"1924","104"
"1925","12"
"1926","10"
"1927","108"
"1928","5"
"1929","29"
"1930","2"
"1931","66"
"1932","11"
"1933","6"
"1934","40"
"1935","41"
"1936","25"
"1937","15"
"1938","53"
"1939","88"
"1940","26"
"1941","32"
"1942","43"
"1943","25"
"1944","129"
"1945","237"
"1946","52"
"1947","359"
"1948","50"
"1949","90"
"1950","127"
"1951","93"
"1952","290"
"1953","385"
"1954","665"
"1955","223"
"1956","181"
"1957","292"
"1958","225"
"1959","228"
"1960","313"
"1961","1216"
"1962","354"
"1963","95"
"1964","92"
"1965","284"
"1966","62"
"1967","383"
"1968","1012"
"1969","109"
"1970","131"
"1971","88"
"1972","62"
"1973","59"
"1974","183"
"1975","75"
"1976","63"
"1977","68"
"1978","50"
"1979","60"
"1980","51"
"1981","48"
"1982","322"
"1983","66"
"1984","44"
"1985","39"
"1986","42"
"1987","24"
"1988","12"
"1989","10"
"1990","4"
"1991","107"
"1992","57"
"1993","41"
"1994","442"
"1995","62"
"1996","53"
"1997","608"
"1998","43"
"1999","45"
"2000","772"
"2001","557"
"2002","424"
"2003","526"
"2004","203"
"2005","529"
"2006","584"
"2007","20"
"2008","5"
"2009","175"
"2010","270"
"2011","947"
"2012","884"
"2013","219"
"2014","84"
"2015","89"
"2016","42"
"2017","44"
"2018","332"
"2019","531"
"2020","326"
"2021","421"
"2022","116"
"2023","511"
"2024","36"
"2025","126"
"2026","50"
"2027","54"
"2028","1998"
"2029","19"
"2030","1"
"2031","8"
"2032","4"
"2033","64"
"2034","93"
"2035","14"
"2036","48"
"2037","12"
"2038","53"
"2039","4"
"2040","26"
"2041","36"
"2042","115"
"2043","44"
"2044","5"
"2045","21"
"2046","227"
"2047","10"
"2048","66"
"2049","14"
"2050","49"
"2051","39"
"2052","105"
"2053","214"
"2054","714"
"2055","7"
"2056","7"
"2057","25"
"2058","387"
"2059","179"
"2060","102"
"2061","3"
"2062","20"
"2063","6"
"2064","316"
"2065","178"
"2066","39"
"2067","249"
"2068","85"
"2069","38"
"2070","68"
"2071","65"
"2072","148"
"2073","24"
"2074","7"
"2075","34"
"2076","427"
"2077","35"
"2078","416"
"2079","5"
"2080","456"
"2081","635"
"2082","224"
"2083","120"
"2084","48"
"2085","341"
"2086","7"
"2087","333"
"2088","148"
"2089","107"
"2090","135"
"2091","38"
"2092","77"
"2093","78"
"2094","287"
"2095","32"
"2096","310"
"2097","52"
"2098","21"
"2099","50"
"2100","503"
"2101","15"
"2102","59"
"2103","5"
"2104","14"
"2105","500"
"2106","64"
"2107","89"
"2108","288"
"2109","329"
"2110","93"
"2111","87"
"2112","102"
"2113","21"
"2114","162"
"2115","994"
"2116","226"
"2117","147"
"2118","145"
"2119","52"
"2120","64"
"2121","85"
"2122","111"
"2123","107"
"2124","345"
"2125","258"
"2126","227"
"2127","1"
"2128","10"
"2129","4"
"2130","82"
"2131","24"
"2132","147"
"2133","185"
"2134","266"
"2135","85"
"2136","134"
"2137","273"
"2138","121"
"2139","204"
"2140","374"
"2141","208"
"2142","94"
"2143","147"
"2144","428"
"2145","338"
"2146","126"
"2147","45"
"2148","46"
"2149","23"
"2150","391"
"2151","65"
"2152","26"
"2153","123"
"2154","49"
"2155","74"
"2156","2"
"2157","3"
"2158","4"
"2159","69"
"2160","373"
"2161","463"
"2162","86"
"2163","67"
"2164","10"
"2165","38"
"2166","40"
"2167","566"
"2168","28"
"2169","50"
"2170","36"
"2171","50"
"2172","6"
"2173","31"
"2174","871"
"2175","7"
"2176","135"
"2177","19"
"2178","50"
"2179","16"
"2180","41"
"2181","54"
"2182","33"
"2183","96"
"2184","58"
"2185","16"
"2186","243"
"2187","7"
"2188","83"
"2189","6"
"2190","12"
"2191","4"
"2192","6"
"2193","402"
"2194","680"
"2195","43"
"2196","16"
"2197","7"
"2198","2"
"2199","5"
"2200","3"
"2201","10"
"2202","75"
"2203","108"
"2204","47"
"2205","33"
"2206","67"
"2207","5"
"2208","97"
"2209","11"
"2210","16"
"2211","3"
"2212","41"
"2213","2"
"2214","3"
"2215","4"
"2216","2"
"2217","2"
"2218","2"
"2219","2"
"2220","1"
"2221","8"
"2222","2"
"2223","1"
"2224","2"
"2225","2"
"2226","3"
"2227","13"
"2229","1"
"2230","2"
"2231","282"
"2232","313"
"2233","3"
"2234","4"
"2235","1"
"2236","66"
"2237","15"
"2238","19"
"2239","24"
"2240","71"
"2241","30"
"2242","1"
"2243","268"
"2244","5"
"2245","213"
"2246","4"
"2247","75"
"2248","391"
"2249","77"
"2250","18"
"2252","63"
"2253","154"
"2254","2"
"2255","24"
"2256","8"
"2257","5"
"2258","3"
"2259","61"
"2260","10"
"2261","49"
"2262","92"
"2263","50"
"2264","32"
"2265","25"
"2266","44"
"2267","20"
"2268","645"
"2269","135"
