movieId,tagId,relevance
194,1,0.026500000000000024
194,2,0.029500000000000026
194,3,0.047250000000000014
195,1,0.03649999999999998
195,2,0.04275000000000001
195,3,0.03375
196,1,0.060250000000000026
196,2,0.067
196,3,0.037250000000000005
197,1,0.03199999999999997
197,2,0.03749999999999998
197,3,0.10049999999999998
198,1,0.03249999999999997
198,2,0.032999999999999974
198,3,0.027749999999999997
199,1,0.024249999999999994
199,2,0.024749999999999994
199,3,0.11175000000000002
200,1,0.03749999999999998
200,2,0.04425000000000001
200,3,0.035999999999999976
201,1,0.044999999999999984
201,2,0.05225000000000002
201,3,0.03325
202,1,0.028500000000000025
202,2,0.029500000000000026
202,3,0.056999999999999995
203,1,0.025249999999999995
203,2,0.03025
203,3,0.03125
204,1,0.25175000000000003
204,2,0.044999999999999984
204,3,0.024500000000000022
205,1,0.02300000000000002
205,2,0.028000000000000025
205,3,0.045499999999999985
206,1,0.027000000000000024
206,2,0.03025
206,3,0.07
207,1,0.03475
207,2,0.03875000000000001
207,3,0.07650000000000001
208,1,0.08300000000000002
208,2,0.037250000000000005
208,3,0.04075000000000001
209,1,0.035499999999999976
209,2,0.03949999999999998
209,3,0.03375
210,1,0.032999999999999974
210,2,0.03799999999999998
210,3,0.05249999999999999
211,1,0.028749999999999998
211,2,0.034999999999999976
211,3,0.1725
212,1,0.0695
212,2,0.08400000000000002
212,3,0.03275
213,1,0.035499999999999976
213,2,0.04249999999999998
213,3,0.08650000000000002
214,1,0.02174999999999999
214,2,0.02350000000000002
214,3,0.07900000000000001
215,1,0.03975000000000001
215,2,0.01924999999999999
215,3,0.029500000000000026
216,1,0.03799999999999998
216,2,0.04025000000000001
216,3,0.024249999999999994
217,1,0.03925000000000001
217,2,0.047250000000000014
217,3,0.028749999999999998
218,1,0.035999999999999976
218,2,0.04025000000000001
218,3,0.03225
219,1,0.017749999999999988
219,2,0.01974999999999999
219,3,0.031000000000000028
220,1,0.034999999999999976
220,2,0.03749999999999998
220,3,0.03025
223,1,0.02975
223,2,0.026500000000000024
223,3,0.025749999999999995
224,1,0.031000000000000028
224,2,0.03275
224,3,0.31200000000000006
225,1,0.03999999999999998
225,2,0.043999999999999984
225,3,0.027749999999999997
228,1,0.07024999999999998
228,2,0.08600000000000002
228,3,0.028500000000000025
229,1,0.020000000000000018
229,2,0.02200000000000002
229,3,0.07174999999999998
230,1,0.023249999999999993
230,2,0.023749999999999993
230,3,0.09749999999999998
231,1,0.037250000000000005
231,2,0.034499999999999975
231,3,0.030000000000000027
232,1,0.027749999999999997
232,2,0.033499999999999974
232,3,0.10775000000000001
233,1,0.019500000000000017
233,2,0.02150000000000002
233,3,0.025749999999999995
234,1,0.043999999999999984
234,2,0.05025000000000002
234,3,0.03175
235,1,0.02174999999999999
235,2,0.01974999999999999
235,3,0.04899999999999999
236,1,0.033499999999999974
236,2,0.037750000000000006
236,3,0.08250000000000002
237,1,0.03925000000000001
237,2,0.047750000000000015
237,3,0.06324999999999997
238,1,0.02200000000000002
238,2,0.026000000000000023
238,3,0.04749999999999999
239,1,0.035499999999999976
239,2,0.03875000000000001
239,3,0.03749999999999998
240,1,0.044499999999999984
240,2,0.05199999999999999
240,3,0.02200000000000002
241,1,0.030500000000000027
241,2,0.034499999999999975
241,3,0.04149999999999998
242,1,0.027000000000000024
242,2,0.03199999999999997
242,3,0.9944999999999999
243,1,0.03325
243,2,0.038250000000000006
243,3,0.03749999999999998
244,1,0.029249999999999998
244,2,0.03199999999999997
244,3,0.035499999999999976
245,1,0.03075
245,2,0.03875000000000001
245,3,0.034499999999999975
246,1,0.02174999999999999
246,2,0.024500000000000022
246,3,0.04325000000000001
247,1,0.02200000000000002
247,2,0.02124999999999999
247,3,0.07350000000000001
248,1,0.06624999999999998
248,2,0.07800000000000001
248,3,0.02150000000000002
249,1,0.034999999999999976
249,2,0.035250000000000004
249,3,0.79125
250,1,0.03075
250,2,0.036250000000000004
250,3,0.024500000000000022
251,1,0.04249999999999998
251,2,0.05025000000000002
251,3,0.029000000000000026
252,1,0.03999999999999998
252,2,0.047250000000000014
252,3,0.1185
253,1,0.026249999999999996
253,2,0.023749999999999993
253,3,0.8347500000000001
254,1,0.034499999999999975
254,2,0.04125000000000001
254,3,0.948
255,1,0.047250000000000014
255,2,0.058250000000000024
255,3,0.03025
256,1,0.044499999999999984
256,2,0.05075000000000002
256,3,0.05475000000000002
257,1,0.03949999999999998
257,2,0.04625000000000001
257,3,0.028500000000000025
258,1,0.04175000000000001
258,2,0.046750000000000014
258,3,0.04299999999999998
259,1,0.056999999999999995
259,2,0.06724999999999998
259,3,0.019000000000000017
260,1,0.0695
260,2,0.04175000000000001
260,3,0.15525
261,1,0.023749999999999993
261,2,0.025749999999999995
261,3,0.29974999999999996
262,1,0.038250000000000006
262,2,0.04199999999999998
262,3,0.201
263,1,0.018500000000000016
263,2,0.02250000000000002
263,3,0.5375
264,1,0.04349999999999998
264,2,0.05325000000000002
264,3,0.30800000000000005
265,1,0.024249999999999994
265,2,0.025500000000000023
265,3,0.1825
266,1,0.035999999999999976
266,2,0.03249999999999997
266,3,0.07524999999999998
267,1,0.03849999999999998
267,2,0.044499999999999984
267,3,0.03025
268,1,0.022749999999999992
268,2,0.029249999999999998
268,3,0.028000000000000025
269,1,0.029500000000000026
269,2,0.03699999999999998
269,3,0.033499999999999974
270,1,0.04125000000000001
270,2,0.04625000000000001
270,3,0.058250000000000024
271,1,0.026500000000000024
271,2,0.03025
271,3,0.035499999999999976
272,1,0.03275
272,2,0.03999999999999998
272,3,0.99075
273,1,0.035250000000000004
273,2,0.033499999999999974
273,3,0.6155
274,1,0.030000000000000027
274,2,0.038250000000000006
274,3,0.03425
275,1,0.038250000000000006
275,2,0.04099999999999998
275,3,0.034999999999999976
276,1,0.03425
276,2,0.04299999999999998
276,3,0.030500000000000027
277,1,0.03425
277,2,0.03749999999999998
277,3,0.07974999999999999
278,1,0.05375000000000002
278,2,0.06424999999999997
278,3,0.07100000000000001
279,1,0.03199999999999997
279,2,0.04049999999999998
279,3,0.05225000000000002
280,1,0.03375
280,2,0.035750000000000004
280,3,0.037250000000000005
281,1,0.03175
281,2,0.03875000000000001
281,3,0.04249999999999998
282,1,0.027500000000000024
282,2,0.03249999999999997
282,3,0.07424999999999998
283,1,0.027749999999999997
283,2,0.03375
283,3,0.04325000000000001
286,1,0.04225000000000001
286,2,0.05275000000000002
286,3,0.04999999999999999
287,1,0.05325000000000002
287,2,0.05475000000000002
287,3,0.0695
288,1,0.02300000000000002
288,2,0.01924999999999999
288,3,0.025000000000000022
289,1,0.027749999999999997
289,2,0.030500000000000027
289,3,0.035750000000000004
290,1,0.025749999999999995
290,2,0.02300000000000002
290,3,0.035999999999999976
291,1,0.04225000000000001
291,2,0.048250000000000015
291,3,0.03125
292,1,0.03799999999999998
292,2,0.03999999999999998
292,3,0.024249999999999994
293,1,0.04325000000000001
293,2,0.024500000000000022
293,3,0.03025
294,1,0.03025
294,2,0.033999999999999975
294,3,0.03925000000000001
295,1,0.03899999999999998
295,2,0.04899999999999999
295,3,0.045499999999999985
296,1,0.02100000000000002
296,2,0.017249999999999988
296,3,0.022249999999999992
297,1,0.04525000000000001
297,2,0.05075000000000002
297,3,0.06324999999999997
298,1,0.02250000000000002
298,2,0.03075
298,3,0.07650000000000001
299,1,0.02024999999999999
299,2,0.02174999999999999
299,3,0.04749999999999999
300,1,0.025249999999999995
300,2,0.025749999999999995
300,3,0.05049999999999999
301,1,0.029500000000000026
301,2,0.03375
301,3,0.29100000000000004
302,1,0.03025
302,2,0.033999999999999975
302,3,0.41825
303,1,0.03749999999999998
303,2,0.036250000000000004
303,3,0.03275
304,1,0.03899999999999998
304,2,0.04525000000000001
304,3,0.04175000000000001
305,1,0.03475
305,2,0.04025000000000001
305,3,0.035250000000000004
306,1,0.020500000000000018
306,2,0.019500000000000017
306,3,0.09999999999999998
307,1,0.02024999999999999
307,2,0.01974999999999999
307,3,0.07074999999999998
308,1,0.02250000000000002
308,2,0.023249999999999993
308,3,0.06324999999999997
309,1,0.02250000000000002
309,2,0.024749999999999994
309,3,0.09499999999999997
310,1,0.038250000000000006
310,2,0.03999999999999998
310,3,0.035999999999999976
311,1,0.03199999999999997
311,2,0.03425
311,3,0.035499999999999976
312,1,0.026249999999999996
312,2,0.03075
312,3,0.037250000000000005
313,1,0.034499999999999975
313,2,0.03999999999999998
313,3,0.04625000000000001
314,1,0.01974999999999999
314,2,0.02174999999999999
314,3,0.12774999999999997
315,1,0.04099999999999998
315,2,0.04099999999999998
315,3,0.029500000000000026
316,1,0.05249999999999999
316,2,0.05275000000000002
316,3,0.17425000000000002
317,1,0.036250000000000004
317,2,0.03875000000000001
317,3,0.033499999999999974
318,1,0.02250000000000002
318,2,0.018000000000000016
318,3,0.03949999999999998
319,1,0.026500000000000024
319,2,0.027749999999999997
319,3,0.037250000000000005
320,1,0.032999999999999974
320,2,0.04199999999999998
320,3,0.038250000000000006
321,1,0.028249999999999997
321,2,0.03325
321,3,0.035499999999999976
322,1,0.023249999999999993
322,2,0.02400000000000002
322,3,0.03799999999999998
325,1,0.046999999999999986
325,2,0.05525000000000002
325,3,0.024749999999999994
326,1,0.022749999999999992
326,2,0.025749999999999995
326,3,0.11549999999999999
327,1,0.029000000000000026
327,2,0.028249999999999997
327,3,0.036750000000000005
328,1,0.026000000000000023
328,2,0.026249999999999996
328,3,0.02124999999999999
329,1,0.07800000000000001
329,2,0.07550000000000001
329,3,0.09625
330,1,0.035250000000000004
330,2,0.03975000000000001
330,3,0.024749999999999994
331,1,0.035999999999999976
331,2,0.045499999999999985
331,3,0.0625
332,1,0.03199999999999997
332,2,0.03199999999999997
332,3,0.026000000000000023
333,1,0.034499999999999975
333,2,0.036750000000000005
333,3,0.02250000000000002
334,1,0.02200000000000002
334,2,0.027500000000000024
334,3,0.11625000000000002
335,1,0.03149999999999997
335,2,0.038250000000000006
335,3,0.037750000000000006
336,1,0.04325000000000001
336,2,0.048250000000000015
336,3,0.028249999999999997
337,1,0.01924999999999999
337,2,0.019500000000000017
337,3,0.03749999999999998
338,1,0.05149999999999999
338,2,0.0615
338,3,0.029500000000000026
339,1,0.034499999999999975
339,2,0.03649999999999998
339,3,0.07400000000000001
340,1,0.03375
340,2,0.03849999999999998
340,3,0.03249999999999997
341,1,0.025749999999999995
341,2,0.03125
341,3,0.04899999999999999
342,1,0.019000000000000017
342,2,0.02150000000000002
342,3,0.03975000000000001
343,1,0.029249999999999998
343,2,0.035250000000000004
343,3,0.044999999999999984
344,1,0.035250000000000004
344,2,0.03475
344,3,0.029000000000000026
345,1,0.02124999999999999
345,2,0.8360000000000001
345,3,0.036750000000000005
346,1,0.033999999999999975
346,2,0.03925000000000001
346,3,0.044999999999999984
347,1,0.033499999999999974
347,2,0.033999999999999975
347,3,0.03475
348,1,0.02300000000000002
348,2,0.025000000000000022
348,3,0.11575000000000002
349,1,0.26249999999999996
349,2,0.10599999999999998
349,3,0.028749999999999998
350,1,0.028000000000000025
350,2,0.03025
350,3,0.04175000000000001
351,1,0.04049999999999998
351,2,0.048750000000000016
351,3,0.05275000000000002
352,1,0.022249999999999992
352,2,0.025500000000000023
352,3,0.03125
353,1,0.029500000000000026
353,2,0.025249999999999995
353,3,0.037250000000000005
354,1,0.04075000000000001
354,2,0.04325000000000001
354,3,0.03949999999999998
355,1,0.05275000000000002
355,2,0.059250000000000025
355,3,0.03975000000000001
356,1,0.027000000000000024
356,2,0.025000000000000022
356,3,0.03975000000000001
357,1,0.04075000000000001
357,2,0.044499999999999984
357,3,0.08825
358,1,0.037250000000000005
358,2,0.036250000000000004
358,3,0.14200000000000002
359,1,0.020500000000000018
359,2,0.02350000000000002
359,3,0.04175000000000001
360,1,0.04225000000000001
360,2,0.04999999999999999
360,3,0.035999999999999976
361,1,0.036250000000000004
361,2,0.044499999999999984
361,3,0.036750000000000005
362,1,0.043999999999999984
362,2,0.05049999999999999
362,3,0.17475000000000002
363,1,0.019000000000000017
363,2,0.02174999999999999
363,3,0.07550000000000001
364,1,0.03175
364,2,0.028749999999999998
364,3,0.08050000000000002
365,1,0.04199999999999998
365,2,0.04299999999999998
365,3,0.09849999999999998
366,1,0.03125
366,2,0.027000000000000024
366,3,0.02100000000000002
367,1,0.03699999999999998
367,2,0.03799999999999998
367,3,0.038250000000000006
368,1,0.04899999999999999
368,2,0.055999999999999994
368,3,0.08775
369,1,0.027249999999999996
369,2,0.03425
369,3,0.05075000000000002
370,1,0.043999999999999984
370,2,0.047250000000000014
370,3,0.024500000000000022
371,1,0.028749999999999998
371,2,0.031000000000000028
371,3,0.03975000000000001
372,1,0.02975
372,2,0.029000000000000026
372,3,0.02975
373,1,0.03925000000000001
373,2,0.04425000000000001
373,3,0.034999999999999976
374,1,0.04849999999999999
374,2,0.05525000000000002
374,3,0.04625000000000001
375,1,0.023249999999999993
375,2,0.026000000000000023
375,3,0.05449999999999999
376,1,0.03175
376,2,0.037750000000000006
376,3,0.03749999999999998
377,1,0.04275000000000001
377,2,0.04099999999999998
377,3,0.04099999999999998
378,1,0.046999999999999986
378,2,0.05675000000000002
378,3,0.045999999999999985
379,1,0.04849999999999999
379,2,0.055499999999999994
379,3,0.036750000000000005
380,1,0.585
380,2,0.121
380,3,0.046499999999999986
381,1,0.03225
381,2,0.034499999999999975
381,3,0.026249999999999996
382,1,0.035999999999999976
382,2,0.036250000000000004
382,3,0.03125
383,1,0.04625000000000001
383,2,0.04299999999999998
383,3,0.05025000000000002
384,1,0.035750000000000004
384,2,0.04249999999999998
384,3,0.028249999999999997
385,1,0.016000000000000014
385,2,0.01824999999999999
385,3,0.08600000000000002
386,1,0.03875000000000001
386,2,0.04175000000000001
386,3,0.03225
387,1,0.048750000000000016
387,2,0.05349999999999999
387,3,0.034499999999999975
388,1,0.026249999999999996
388,2,0.029249999999999998
388,3,0.05075000000000002
389,1,0.036250000000000004
389,2,0.03849999999999998
389,3,0.37975000000000003
390,1,0.03025
390,2,0.033499999999999974
390,3,0.030500000000000027
391,1,0.03125
391,2,0.035499999999999976
391,3,0.026749999999999996
392,1,0.023749999999999993
392,2,0.027749999999999997
392,3,0.04325000000000001
393,1,0.047250000000000014
393,2,0.044499999999999984
393,3,0.035750000000000004
394,1,0.025000000000000022
394,2,0.028749999999999998
394,3,0.03375
398,1,0.019500000000000017
398,2,0.019000000000000017
398,3,0.01824999999999999
405,1,0.0665
405,2,0.0685
405,3,0.489
406,1,0.019500000000000017
406,2,0.02074999999999999
406,3,0.03275
407,1,0.02975
407,2,0.026500000000000024
